21357	γ	A	I	1	a	three, third, thrice	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21357	γ	A	I	1	a	three, third, thrice	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:3
21357	γ	A	I	1	a	three, third, thrice	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:000
21362	Γαγάτης	A	I	1	a	lignite	urn:cts:greekLit:tlg0579.tlg003:474
21362	Γαγάτης	A	I	1	a	lignite	urn:cts:latinLit:phi0978.phi001:36:141
21362	Γαγάτης	A	I	1	a	lignite	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21362	Γαγάτης	A	I	1	a	lignite	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21362	Γαγάτης	A	I	1	a	lignite	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21362	Γαγάτης	A	I	2	a	jet	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21368	γαγγαμεύς	A	I	1	a	fisher	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
21370	γάγγαμον	A	I	1	a	small round net	urn:cts:greekLit:tlg0023.tlg001.perseus-grc1:3:81
21370	γάγγαμον	A	I	1	a	small round net	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:361
21370	γάγγαμον	A	I	1	a	small round net	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:7:3:18
21370	γάγγαμον	A	I	2	a	umbilical region	urn:cts:greekLit:tlg0542.tlg001:2:169
21371	γαγγαμουλκός	A	I	1	a	dragging an oyster-net,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21371	γαγγαμουλκός	A	I	1	a	dragging an oyster-net,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21372	Γαγγητικός	A	I	1	a	from the Ganges	urn:cts:greekLit:tlg0071.tlg001:63
21376	γαγγλίον	A	I	1	a	encysted tumour on a tendon	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21376	γαγγλίον	A	I	1	a	encysted tumour on a tendon	urn:cts:greekLit:tlg0718.tlg015:9
21376	γαγγλίον	A	I	1	a	encysted tumour on a tendon	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21376	γαγγλίον	A	I	1	a	encysted tumour on a tendon	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21376	γαγγλίον	A	I	1	a	encysted tumour on a tendon	urn:cts:greekLit:tlg0715.tlg001:6:39
21376	γαγγλίον	A	I	1	a	encysted tumour on a tendon	urn:cts:greekLit:tlg0057.tlg017:16:5
21377	γαγγλιώδης	A	I	1	a	of the ganglion kind	urn:cts:greekLit:tlg0627.tlg010.perseus-grc1:40
21377	γαγγλιώδης	A	I	1	a	of the ganglion kind	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
21378	γάγγραινα	A	I	1	a	gangrene	urn:cts:greekLit:tlg2235.tlg001.perseus-grc1:33
21378	γάγγραινα	A	I	1	a	gangrene	urn:cts:greekLit:tlg0031.tlg016.perseus-grc1:2:17
21378	γάγγραινα	A	I	1	a	gangrene	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21378	γάγγραινα	A	I	1	a	gangrene	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21378	γάγγραινα	A	I	1	a	gangrene	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21379	γαγγραινικός	A	I	1	a	gangrenous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21379	γαγγραινικός	A	I	1	a	gangrenous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21379	γαγγραινικός	A	I	1	a	gangrenous	urn:cts:greekLit:tlg4337.tlg001.perseus-grc1:
21379	γαγγραινικός	A	I	1	a	gangrenous	urn:cts:greekLit:tlg0722.tlg001:47:16:1
21380	γαγγραινόομαι	A	I	1	a	become gangrenous	urn:cts:greekLit:tlg0627.tlg010.perseus-grc1:63
21380	γαγγραινόομαι	A	I	1	a	become gangrenous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:18
21380	γαγγραινόομαι	A	I	1	a	become gangrenous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1
21380	γαγγραινόομαι	A	I	1	a	become gangrenous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:156
21381	γαγγραινώδης	A	I	1	a	of the gangrene kind	urn:cts:greekLit:tlg0627.tlg006.perseus-grc1:7:110
21381	γαγγραινώδης	A	I	1	a	of the gangrene kind	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21383	γαγγραίνωσις	A	I	1	a	becoming gangrenous: gangrenous affection	urn:cts:greekLit:tlg0627.tlg009.perseus-grc1:11
21383	γαγγραίνωσις	A	I	1	a	becoming gangrenous: gangrenous affection	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:30
21383	γαγγραίνωσις	A	I	1	a	becoming gangrenous: gangrenous affection	urn:cts:greekLit:tlg0719.tlg001.perseus-grc1:2:10
21387	Γάδειρα	A	I	1	a	a man of Cadiz	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21387	Γάδειρα	A	I	1	a	a man of Cadiz	urn:cts:greekLit:tlg0461.tlg001:186
21387	Γάδειρα	A	I	1	a	a man of Cadiz	urn:cts:greekLit:tlg0059.tlg032:114b
21387	Γάδειρα	A	I	1	a	a man of Cadiz	urn:cts:greekLit:tlg0007.tlg042:8
21387	Γάδειρα	A	I	1	a	a man of Cadiz	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21387	Γάδειρα	A	I	1	a	a man of Cadiz	urn:cts:greekLit:tlg1976.tlg001.perseus-grc1:
21387	Γάδειρα	A	I	1	a	a man of Cadiz	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:3:116c
21388	Γαδειτάνα	A	I	1	a	woman of Cadiz, courtesan,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21391	γάδος1	A	I	1	a	fish	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21391	γάδος1	A	I	1	a	fish	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:7:315f
21393	γάζα	A	I	1	a	treasure	urn:cts:greekLit:tlg0093.tlg001:8:11:5
21393	γάζα	A	I	1	a	treasure	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21393	γάζα	A	I	1	a	treasure	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:14:1:39
21393	γάζα	A	I	1	a	treasure	urn:cts:greekLit:tlg0527.tlg018:5:17
21393	γάζα	A	I	1	a	treasure	urn:cts:greekLit:tlg0031.tlg005.perseus-grc1:8:27
21393	γάζα	A	I	1	a	treasure	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:17:35
21393	γάζα	A	II	1	a	large sum of money	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:11:34:12
21394	γάζας	A	I	1	a	fish	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
21395	Γαζίτιον	A	I	1	a	Gaza measure,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21396	γαζοφυλακέω	A	I	1	a	to be a treasurer	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:17:74
21397	γαζοφυλάκιον	A	I	1	a	treasury	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21397	γαζοφυλάκιον	A	I	1	a	treasury	urn:cts:greekLit:tlg0527.tlg014:23:11
21397	γαζοφυλάκιον	A	I	1	a	treasury	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:7:6:1
21397	γαζοφυλάκιον	A	I	1	a	treasury	urn:cts:greekLit:tlg0031.tlg003.perseus-grc1:21:1
21398	γαζοφύλαξ	A	I	1	a	treasurer	urn:cts:greekLit:tlg1609.tlg001:29
21398	γαζοφύλαξ	A	I	1	a	treasurer	urn:cts:greekLit:tlg0527.tlg015:28:1
21398	γαζοφύλαξ	A	I	1	a	treasurer	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:16:2:40
21398	γαζοφύλαξ	A	I	1	a	treasurer	urn:cts:greekLit:tlg0526.tlg001.perseus-grc1:11:1:3
21398	γαζοφύλαξ	A	I	1	a	treasurer	urn:cts:greekLit:tlg0007.tlg057:25
21398	γαζοφύλαξ	A	I	1	a	treasurer	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21401	γαῖα	A	I	1	a	land, country	urn:cts:greekLit:tlg0527.tlg014:18:35
21401	γαῖα	A	I	1	a	land, country	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:140
21401	γαῖα	A	I	1	a	land, country	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:555
21401	γαῖα	A	I	1	a	land, country	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:12:404
21401	γαῖα	A	I	1	a	land, country	urn:cts:greekLit:tlg0084.tlg001:882
21401	γαῖα	A	I	2	a	earth	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:256
21401	γαῖα	A	I	2	a	earth	urn:cts:greekLit:tlg0458.tlg001:43
21401	γαῖα	A	I	2	a	earth	urn:cts:greekLit:tlg0501.tlg001:4
21401	γαῖα	A	I	2	a	earth	urn:cts:greekLit:tlg0410.tlg001:52:3
21401	γαῖα	A	I	2	a	earth	urn:cts:greekLit:tlg1805.tlg001.perseus-grc1:
21401	γαῖα	A	I	3	a	earth	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7:99
21401	γαῖα	A	I	3	a	earth	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:513
21401	γαῖα	A	I	3	a	earth	urn:cts:greekLit:tlg0267.tlg001:33
21401	γαῖα	A	I	3	a	earth	urn:cts:greekLit:tlg1342.tlg001:17:18
21401	γαῖα	A	I	3	a	earth	urn:cts:greekLit:tlg1342.tlg001:109:1
21401	γαῖα	A	II	1	a	the earth	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:18:20
21401	γαῖα	A	II	1	a	the earth	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:45
21401	γαῖα	A	II	1	a	the earth	urn:cts:greekLit:tlg0085.tlg007.perseus-grc1:2
21401	γαῖα	A	II	1	a	the earth	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21403	γαϊδάριον	A	I	1	a	donkey,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21405	γαίηθεν	A	I	1	a	from the land	urn:cts:greekLit:tlg0023.tlg001.perseus-grc1:1:39
21405	γαίηθεν	A	I	2	a	out of the earth	urn:cts:greekLit:tlg2018.tlg001:6:2
21405	γαίηθεν	A	I	2	a	out of the earth	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21405	γαίηθεν	A	I	2	a	out of the earth	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21405	γαίηθεν	A	I	2	a	out of the earth	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21406	γαιήϊος	A	I	1	a	sprung from Gaia	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:7:324
21406	γαιήϊος	A	I	1	a	sprung from Gaia	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21406	γαιήϊος	A	II	1	a	earthly	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:37:4
21406	γαιήϊος	A	II	1	a	earthly	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21407	γαιήοχος	A	I	1	a	earth-moving, earth-carrying	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13:43
21407	γαιήοχος	A	I	1	a	earth-moving, earth-carrying	urn:cts:greekLit:tlg0085.tlg004.perseus-grc1:310
21407	γαιήοχος	A	I	1	a	earth-moving, earth-carrying	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:1072
21407	γαιήοχος	A	I	1	a	earth-moving, earth-carrying	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13:125
21407	γαιήοχος	A	I	1	a	earth-moving, earth-carrying	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:13:81
21407	γαιήοχος	A	I	1	a	earth-moving, earth-carrying	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21407	γαιήοχος	A	II	1	a	protecting the country	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:816
21407	γαιήοχος	A	II	1	a	protecting the country	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:160
21407	γαιήοχος	A	II	2	a	veho	urn:cts:greekLit:tlg4085.tlg001:1
21407	γαιήοχος	A	II	2	a	veho	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21407	γαιήοχος	A	II	2	a	veho	urn:cts:greekLit:tlg0191.tlg001:11
21408	γαιηφάγος	A	I	1	a	earth-eating	urn:cts:greekLit:tlg1544.tlg001.perseus-grc1:
21408	γαιηφάγος	A	I	1	a	earth-eating	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:7:305a
21410	γαϊκός	A	I	1	a	concerning land	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21416	γαιονόμος	A	I	1	a	dwelling in the land: inhabitant	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:54
21417	γάϊος	A	I	1	a	onland	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:826
21417	γάϊος	A	I	1	a	onland	urn:cts:greekLit:tlg0085.tlg004.perseus-grc1:736
21417	γάϊος	A	I	1	a	onland	urn:cts:greekLit:tlg0521.tlg001:42:9
21417	γάϊος	A	I	1	a	onland	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21417	γάϊος	A	I	1	a	onland	urn:cts:greekLit:tlg4083.tlg001:188:30
21417	γάϊος	A	I	1	a	onland	urn:cts:greekLit:tlg4099.tlg001:223:24
21417	γάϊος	A	I	1	a	onland	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
21420	γαιοφανής	A	I	1	a	earth-coloured	urn:cts:greekLit:tlg0661.tlg001.perseus-grc1:
21420	γαιοφανής	A	I	1	a	earth-coloured	urn:cts:greekLit:tlg0722.tlg001:8:2:4
21420	γαιοφανής	A	I	1	a	earth-coloured	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21421	γαιόω	A	I	1	a	make land, make solid	urn:cts:greekLit:tlg9022.tlg001:1:907
21422	γαῖσος	A	I	1	a	javelin	urn:cts:greekLit:tlg0527.tlg006:8:18
21422	γαῖσος	A	I	1	a	javelin	urn:cts:greekLit:tlg0527.tlg020:9:7
21422	γαῖσος	A	I	1	a	javelin	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:6:39:3
21422	γαῖσος	A	I	1	a	javelin	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:18:18:4
21422	γαῖσος	A	I	1	a	javelin	http://www.trismegistos.org/text/3863
21422	γαῖσος	A	I	1	a	javelin	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:13:57
21422	γαῖσος	A	I	1	a	javelin	urn:cts:greekLit:tlg0605.tlg001.perseus-grc1:
21422	γαῖσος	A	I	1	a	javelin	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:2:22:1
21422	γαῖσος	A	I	1	a	javelin	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:6:273f
21424	γαϊτανά	A	I	1	a	aseptic ligaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21424	γαϊτανά	A	I	1	a	aseptic ligaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21425	γαίω	A	I	1	a	rejoice, exult	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
21425	γαίω	A	I	1	a	rejoice, exult	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21425	γαίω	A	I	1	a	rejoice, exult	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:
21425	γαίω	A	I	1	a	rejoice, exult	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1:405
21425	γαίω	A	I	1	a	rejoice, exult	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:906
21425	γαίω	A	I	1	a	rejoice, exult	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8:51
21425	γαίω	A	I	1	a	rejoice, exult	urn:cts:greekLit:tlg1342.tlg001:27:4
21427	γαιών	A	I	1	a	heap of earth, boundary-heap,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21427	γαιών	A	I	1	a	heap of earth, boundary-heap,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21427	γαιών	A	I	1	a	heap of earth, boundary-heap,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21428	γάκα	A	I	1	a	earthquake	urn:cts:greekLit:tlg4083.tlg001:890:38
21428	γάκα	A	I	1	a	earthquake	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
21428	γάκα	A	I	1	a	earthquake	urn:cts:greekLit:tlg4099.tlg001:219:41
21428	γάκα	A	I	1	a	earthquake	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:887d
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:434
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:88
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:611
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:898
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:1266
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0059.tlg031:81c
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0545.tlg002:8:8
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0032.tlg014.perseus-grc1:7:4
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:24:3
21429	γάλα	A	I	1	a	lac	urn:cts:greekLit:tlg0019.tlg012:596
21429	γάλα	A	I	2	a	white of egg	urn:cts:greekLit:tlg0713.tlg001.perseus-grc1:22
21429	γάλα	A	I	2	a	white of egg	urn:cts:greekLit:tlg0062.tlg033:13
21429	γάλα	A	I	3	a	wet-nurse	urn:cts:greekLit:tlg0533.tlg003.perseus-grc1:51
21429	γάλα	A	I	3	a	wet-nurse	urn:cts:greekLit:tlg0402.tlg001:123
21429	γάλα	A	II	1	a	milky sap	urn:cts:greekLit:tlg0093.tlg001:6:3:4
21429	γάλα	A	III	1	a	the milky way	urn:cts:greekLit:tlg1562.tlg001:11
21429	γάλα	A	III	1	a	the milky way	urn:cts:greekLit:tlg0086.tlg026:345a:12
21429	γάλα	A	III	1	a	the milky way	urn:cts:greekLit:tlg0653.tlg001.perseus-grc1:476
21429	γάλα	A	III	1	a	the milky way	urn:cts:greekLit:tlg1799.tlg012:p.4M
21429	γάλα	A	III	1	a	the milky way	urn:cts:greekLit:tlg1383.tlg001:5:69
21430	γάλαγγα	A	I	1	a	galingale, Alpinia officinarum	urn:cts:greekLit:tlg0718.tlg001:131
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:336
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0237.tlg001:51
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0261.tlg001:52
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:18:41
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0526.tlg001.perseus-grc1:6:2:2
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:183
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0486.tlg001:44
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0627.tlg025:43
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0433.tlg001:1
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0486.tlg001:28
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0086.tlg014:603b:25
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg1270.tlg001:17
21431	γαλαθηνός	A	I	1	a	sucking, young, tender	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:24:31
21433	γαλακοθρέμμων	A	I	1	a	milk-fed	urn:cts:greekLit:tlg0410.tlg001:52:4
21433	γαλακοθρέμμων	A	I	1	a	milk-fed	urn:cts:greekLit:tlg0024.tlg001.perseus-grc1:3:478
21436	γαλακτιάω	A	I	1	a	give no milk	urn:cts:greekLit:tlg0542.tlg001:3:50
21436	γαλακτιάω	A	I	1	a	give no milk	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
21437	γαλακτίζω	A	I	1	a	to be milky in appearance	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21437	γαλακτίζω	A	I	1	a	to be milky in appearance	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:175
21437	γαλακτίζω	A	I	2	a	form a milky way	urn:cts:greekLit:tlg4015.tlg005:117:20
21438	γαλάκτινος	A	I	1	a	milk-white	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21438	γαλάκτινος	A	I	1	a	milk-white	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21438	γαλάκτινος	A	I	1	a	milk-white	Perseus:abo:pap,P.Oxy.:267:7
21438	γαλάκτινος	A	I	1	a	milk-white	Perseus:abo:pap,P.Holm.:24:31
21438	γαλάκτινος	A	I	1	a	milk-white	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21439	γαλάκτιον	A	I	1	a	fancy bread made with milk	urn:cts:greekLit:tlg0766.tlg001.perseus-grc1:
21441	γαλακτισμός	A	I	1	a	suckling	urn:cts:greekLit:tlg2591.tlg001.perseus-grc1:
21441	γαλακτισμός	A	I	1	a	suckling	urn:cts:greekLit:tlg0722.tlg001:15:17
21442	γαλακτίτης	A	I	1	a	which makes water milky	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21443	γαλακτοδόχος	A	I	1	a	receiving, holding milk	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:1:25
21444	γαλακτοειδής	A	I	1	a	like milk, milk-white	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21447	γαλακτοκράς	A	I	1	a	mixed with milk	urn:cts:greekLit:tlg4085.tlg001:1:51
21447	γαλακτοκράς	A	I	1	a	mixed with milk	urn:cts:greekLit:tlg4085.tlg001:2:759
21448	γαλακτόομαι	A	I	1	a	become milk	urn:cts:greekLit:tlg0093.tlg002:1:7:3
21448	γαλακτόομαι	A	I	1	a	become milk	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21448	γαλακτόομαι	A	I	1	a	become milk	urn:cts:greekLit:tlg0749.tlg001.perseus-grc1:
21448	γαλακτόομαι	A	I	1	a	become milk	urn:cts:greekLit:tlg0722.tlg001:4:11:6
21448	γαλακτόομαι	A	I	1	a	become milk	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21449	γαλακτοπαγής	A	I	1	a	like curdled milk	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21449	γαλακτοπαγής	A	I	1	a	like curdled milk	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21449	γαλακτοπαγής	A	I	1	a	like curdled milk	urn:cts:greekLit:tlg1656.tlg001:12:204
21449	γαλακτοπαγής	A	I	1	a	like curdled milk	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21450	γαλακτοποιέω	A	I	1	a	convert into sap	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:72
21451	γαλακτοποιητικός	A	I	1	a	milk-producing	urn:cts:greekLit:tlg4099.tlg001:232:37
21452	γαλακτοποιί̈α	A	I	1	a	production of milk	urn:cts:greekLit:tlg0022.tlg001:944
21453	γαλακτοποσία	A	I	1	a	drinking of milk	urn:cts:greekLit:tlg0627.tlg032:16
21454	γαλακτοποτέω	A	I	1	a	drink milk	urn:cts:greekLit:tlg0627.tlg023:2:51
21454	γαλακτοποτέω	A	I	1	a	drink milk	urn:cts:greekLit:tlg0627.tlg032:16
21454	γαλακτοποτέω	A	I	1	a	drink milk	urn:cts:greekLit:tlg0093.tlg001:9:15:4
21454	γαλακτοποτέω	A	I	1	a	drink milk	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:17:3:8
21454	γαλακτοποτέω	A	I	1	a	drink milk	urn:cts:greekLit:tlg0289.tlg001:p.111
21455	γαλακτοπότης	A	I	1	a	milk-drinker	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:216
21455	γαλακτοπότης	A	I	1	a	milk-drinker	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:186
21455	γαλακτοπότης	A	I	1	a	milk-drinker	urn:cts:greekLit:tlg0006.tlg012.perseus-grc1:169
21456	γαλακτοπώλης	A	I	1	a	milkseller,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21457	γαλακτόρυτος	A	I	1	a	flowing with milk	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
21458	γαλακτοτροφέω	A	I	1	a	nourish with milk	urn:cts:greekLit:tlg0527.tlg026:13:21
21458	γαλακτοτροφέω	A	I	1	a	nourish with milk	urn:cts:greekLit:tlg0018.tlg001:2:82
21458	γαλακτοτροφέω	A	I	1	a	nourish with milk	Perseus:abo:pap,P.Tebt.:399:4
21459	γαλακτοτρόφησις	A	I	1	a	nourishment with milk	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:506
