92966	Σ	A	I	1	a	shin	Syria6.103
92966	Σ	A	I	1	a	shin	200
92966	Σ	A	I	1	a	shin	200
92966	Σ	A	I	1	a	shin	000
92966	Σ	A	I	1	a	shin	urn:cts:greekLit:tlg0086.tlg034.perseus-grc1:1456b:28
92966	Σ	A	I	1	a	shin	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:203b
92966	Σ	A	I	1	a	sigma	Phot.AB286
92966	Σ	A	I	1	a	sigma	Mart.10.48.6
92966	Σ	A	I	1	a	sigma	Berl.Sitzb.1888.1234
92966	Σ	A	I	1	a	sigma	1242
92966	Σ	A	I	1	a	sigma	6
92971	Σαβαζιασταί	A	I	1	a	worshippers of Sabazius,	IG22.1335.4
92976	σαβάζω	A	I	1	a	shake violently, scatter	Hsch.
92976	σαβάζω	A	I	1	a	shake violently, scatter	Phot.
92979	σαβακός	A	I	2	a	feeble	urn:cts:greekLit:tlg0627.tlg023:1:31
92979	σαβακός	A	I	2	a	feeble	AP7.222
92979	σαβακός	A	I	2	a	feeble	Phld.
92979	σαβακός	A	I	2	a	feeble	Gloss.
92980	σαβάκτης	A	I	1	a	shatterer, destroyer	urn:cts:greekLit:tlg0012.tlg003:14:9
92980	σαβάκτης	A	I	1	a	shatterer, destroyer	Hsch.
92982	σάβανον	A	I	1	a	linen cloth	urn:cts:greekLit:tlg0738.tlg001:97
92982	σάβανον	A	I	1	a	linen cloth	Perseus:abo:pap,SB:7033:40
92982	σάβανον	A	I	1	a	linen cloth	PKlein.Form.83
92982	σάβανον	A	I	1	a	linen cloth	Alex.
92982	σάβανον	A	I	1	a	linen cloth	Febr.4
92982	σάβανον	A	I	1	a	linen cloth	Cat.Cod.Astr.6.64
92983	σαβανοφακιάριον	A	I	1	a	face-cloth,	POxy.921.11
92984	σαβαρίχις	A	I	1	a	pudenda muliebria	urn:cts:greekLit:tlg0510.tlg001:64
92984	σαβαρίχις	A	I	1	a	pudenda muliebria	Hsch.
92984	σαβαρίχις	A	I	1	a	pudenda muliebria	Phot.
92984	σαβαρίχις	A	I	1	a	pudenda muliebria	Theognost.Can.118
92984	σαβαρίχις	A	I	1	a	pudenda muliebria	Phot.
92985	Σαβασμός	A	I	1	a	feast of Sabazius	urn:cts:greekLit:tlg1544.tlg001:11
